train_rep_loss,train_pred_loss,train_loss,eval_rep_loss,eval_pred_loss,eval_loss
0.016169028356671333,1.7657933235168457,1.4158685207366943,0.012961178086698055,1.7911720275878906,1.4355298280715942
0.0018666730029508471,0.8484730124473572,0.6791517734527588,0.008694303571246564,2.0069439113140106,1.6072940826416016
0.0012694098986685276,0.8901214599609375,0.7123510241508484,0.006113131501479074,2.32333967089653,1.8598943948745728
0.0005866527208127081,0.760666012763977,0.6086501479148865,0.005004503473173827,2.297797381877899,1.8392388224601746
0.0005235000280663371,0.8097468614578247,0.647902250289917,0.004271338402759284,3.1908491253852844,2.553533583879471
0.00041833744035102427,0.7140768766403198,0.5713452100753784,0.0035631701321108267,3.150717794895172,2.5212869942188263
0.00028401121380738914,0.6075175404548645,0.486070841550827,0.0030949709835113026,3.160104364156723,2.5287025570869446
0.0003071331011597067,0.6844971179962158,0.547659158706665,0.002623531130666379,2.6516318917274475,2.121830254793167
0.0001356810244033113,0.6965899467468262,0.5572990775108337,0.002281776596646523,2.776092231273651,2.2213301360607147
0.00012954356498084962,0.604804277420044,0.4838693141937256,0.0020315464316809084,2.129710376262665,1.7041747272014618
0.00012221862562000751,0.647111713886261,0.5177138447761536,0.0017041489700204693,2.3843881487846375,1.9078513830900192
6.752347690053284e-05,0.5732179880142212,0.4585878849029541,0.0015407233713631285,2.2803532481193542,1.8245908319950104
7.574780465802178e-05,0.4929388761520386,0.39436623454093933,0.0016374269871448632,2.1051509380340576,1.6844482272863388
7.018101314315572e-05,0.5490061044692993,0.4392189383506775,0.0012136844725318952,2.10051891207695,1.6806578487157822
3.855157410725951e-05,0.5048861503601074,0.4039166569709778,0.000995061674984754,2.2180113792419434,1.7746081352233887
2.8846161512774415e-05,0.7646595239639282,0.6117334365844727,0.0008001759942999342,2.0746691823005676,1.659895345568657
2.779561691568233e-05,0.510452926158905,0.40836793184280396,0.001012119834740588,2.0792852640151978,1.6636307090520859
1.9834649719996378e-05,0.544550359249115,0.435644268989563,0.0008520330120518338,1.740869164466858,1.3928658217191696
1.5586911104037426e-05,0.6079627275466919,0.48637330532073975,0.0008311342871820671,1.8525261878967285,1.4821870923042297
1.4219792319636326e-05,0.5419390201568604,0.4335540533065796,0.0007528458222623158,1.6039674580097198,1.283324494957924
0.0001307963830186054,0.6002540588378906,0.4802294075489044,0.0004895492734249274,1.8276741206645966,1.4622371941804886
9.84053076535929e-06,0.4980473220348358,0.39843982458114624,0.0006108613356445858,1.594145655632019,1.2754387706518173
7.204740086308448e-06,0.4944494068622589,0.39556095004081726,0.0007817284088105225,1.6855310797691345,1.348581150174141
6.985682375670876e-06,0.5433260798454285,0.4346622824668884,0.0005133072327225818,1.6379843950271606,1.310490220785141
5.291726665745955e-06,0.47996073961257935,0.38396966457366943,0.00043311228773745825,1.9962541460990906,1.5970899909734726
4.101236754650017e-06,0.4678894877433777,0.3743124306201935,0.0005261799658455857,1.6083591729402542,1.2867926359176636
3.501310629872023e-06,0.5446034669876099,0.4356834590435028,0.00035437775238733593,1.5592741966247559,1.2474902719259262
3.858064246742288e-06,0.47433164715766907,0.37946608662605286,0.0003627081613331029,1.5183808505535126,1.2147772908210754
6.278559339989442e-06,0.4610549807548523,0.36884525418281555,0.0002915261196676511,1.544813483953476,1.2359090894460678
2.038742877630284e-06,0.40593987703323364,0.3247523307800293,0.0006181137255225622,1.250829428434372,1.0007871836423874
2.690796918614069e-06,0.451742023229599,0.36139416694641113,0.00038175916733962367,1.6048167943954468,1.2839297652244568
1.3115753745296388e-06,0.45698970556259155,0.36559203267097473,0.0002553303742161006,1.4117648303508759,1.1294629573822021
1.1929124639209476e-06,0.48633021116256714,0.38906440138816833,0.00022976258082962886,1.392685905098915,1.1141946464776993
8.809284395283612e-07,0.4031376540660858,0.322510302066803,0.00021173034170374194,1.408932477235794,1.1271883100271225
6.925977800165128e-07,0.5302709341049194,0.4242168962955475,0.0002520265396412924,1.5862112641334534,1.2690193504095078
6.380838613040396e-07,0.5216140151023865,0.4172913432121277,0.00019627638923225277,1.3146975934505463,1.0517973452806473
6.610515015381679e-07,0.47565957903862,0.3805277943611145,0.00017244483248646247,1.172010064125061,0.9376425892114639
7.19645242952538e-07,0.4905257225036621,0.3924207389354706,0.0001625271043081966,1.4773824959993362,1.181938499212265
5.845535611115338e-07,0.5031377077102661,0.40251028537750244,0.00021776194441258667,1.3635751008987427,1.0909036695957184
4.89040417051001e-07,0.4320162832736969,0.34561312198638916,0.00016925095724218409,1.4203251004219055,1.1362939178943634
