train_rep_loss,train_pred_loss,train_loss,eval_rep_loss,eval_pred_loss,eval_loss
0.0023441107477992773,9.001269340515137,4.501806735992432,0.00069171380600892,7.781410455703735,3.8910510778427123
0.00019549093849491328,1.224076747894287,0.6121361255645752,0.00019060417107539252,1.3704895496368408,0.6853400856256485
7.46354489820078e-05,0.7744843363761902,0.3872794806957245,6.564982650161255e-05,1.2327754557132722,0.6164205521345139
2.6157826141570695e-05,1.290608286857605,0.6453171968460083,2.5864809686027e-05,1.0951807379722596,0.5476033091545105
7.6719828939531e-05,2.095582962036133,1.0478298664093018,7.802395703038201e-05,1.027017992734909,0.51354800760746
2.9061766326776706e-05,0.9616147875785828,0.4808219373226166,2.5305280905740803e-05,0.9413754105567932,0.47070035636425017
1.14117738121422e-05,0.8225823640823364,0.41129687428474426,1.2531227548606694e-05,0.9363457143306733,0.4681791186332703
5.530323960556416e-06,0.7912130355834961,0.3956092894077301,6.523491720145103e-06,0.9444196581840515,0.47221308648586274
2.6660115963750286e-06,1.0306200981140137,0.5153113603591919,3.109545514234924e-06,0.9991571724414825,0.4995801389217377
8.544618026462558e-07,0.5128433108329773,0.2564220726490021,1.6410522846399545e-06,0.8924476623535156,0.4462246477603912
1.0202648809354287e-05,0.6364642381668091,0.31823721528053284,6.145512475086434e-06,0.8738826453685761,0.4369443982839584
8.384745910916536e-07,1.0447989702224731,0.52239990234375,1.648720086677713e-06,0.903145843744278,0.4515737444162369
4.816033083443472e-07,0.5166528224945068,0.2583266496658325,8.357047192930622e-07,0.8616193354129791,0.43081008493900297
3.804097730153444e-07,1.0493663549423218,0.5246833562850952,6.257660402297915e-07,0.8181984722614288,0.40909954607486726
1.1822608314560057e-07,0.5836405754089355,0.29182034730911255,2.388446290524371e-07,0.8159366011619568,0.40796841979026793
1.7700936950859614e-05,0.7139694690704346,0.35699358582496643,1.354866833480628e-05,0.8418168246746063,0.4209151864051819
7.469010938621068e-07,0.6506475806236267,0.3253241777420044,1.3821889695009304e-06,0.8154014647006989,0.4077014148235321
3.5355981253815116e-07,1.0004985332489014,0.500249445438385,9.485169968570517e-07,0.8158750832080841,0.40793801844120026
6.355465416163497e-07,0.6641386151313782,0.33206963539123535,1.033467134448074e-06,0.7882200479507446,0.39411054253578187
2.0545007828332018e-07,0.6320408582687378,0.31602051854133606,3.435981156485468e-07,0.7993773460388184,0.39968883991241455
8.909537285717306e-08,0.5847380757331848,0.2923690676689148,1.9832530355756718e-07,0.7647799253463745,0.38239006102085116
4.6949051579758816e-07,0.7369961142539978,0.368498295545578,4.959875809618098e-07,0.8050975382328034,0.4025490164756775
1.3905253126722528e-07,0.6017128825187683,0.30085650086402893,1.3311616591238363e-07,0.7421391606330872,0.3710696488618851
7.505897883675061e-06,0.6118696331977844,0.30593857169151306,6.727529674321886e-06,0.7646215796470642,0.3823141515254974
4.4408796640027504e-08,0.592018723487854,0.2960093915462494,2.698532146183652e-07,0.7578335106372833,0.3789168894290924
8.81012027775796e-08,0.4949781894683838,0.24748913943767548,1.574511315993732e-07,0.7640221774578094,0.3820111662149429
6.787418271869683e-08,0.560918927192688,0.2804594933986664,8.142404759325927e-08,0.7590307354927063,0.3795154094696045
7.576286975563562e-07,0.7053331136703491,0.3526669442653656,6.19138152302412e-08,0.7670668840408326,0.3835334748029709
2.399536924713175e-07,1.2843481302261353,0.6421741843223572,8.575178014780249e-07,0.7147016644477844,0.3573512613773346
1.2805814719740738e-07,0.6126806139945984,0.30634036660194397,5.3478145645158295e-08,0.7166623950004578,0.358331224322319
5.885718934450779e-08,0.6597609519958496,0.3298805058002472,8.823301680394025e-08,0.6970845460891724,0.348542320728302
7.151643899305782e-08,0.5265466570854187,0.26327335834503174,7.027600403830548e-08,0.715242999792099,0.3576215386390686
6.202976976510399e-08,0.7752996683120728,0.38764986395835876,1.0565287382746646e-07,0.697460001707077,0.3487300604581833
5.259975210947232e-08,0.5518299341201782,0.2759149968624115,3.7761578042250224e-08,0.7294137120246887,0.36470687985420225
7.483247799200399e-08,0.7718076109886169,0.38590383529663086,4.996002367363417e-08,0.7148524045944213,0.35742622911930083
6.216226466904118e-08,0.7249521613121033,0.362476110458374,3.851583478819975e-08,0.6888378739356995,0.3444189578294754
5.584451656659439e-08,0.5086138844490051,0.25430697202682495,3.891151081347743e-08,0.695827168226242,0.3479136139154434
4.36019433891488e-08,0.5522586703300476,0.2761293649673462,3.470980711739458e-08,0.66997030377388,0.33498517274856565
6.110915506951642e-08,0.5694543123245239,0.28472718596458435,4.6404106690545176e-08,0.6996789753437043,0.34983951151371
3.8131254598283704e-08,0.555942952632904,0.2779715061187744,2.7905509547565545e-08,0.6965170264244079,0.34825852513313293
9.036184422939186e-08,0.5081487894058228,0.25407445430755615,2.7547227432478395e-08,0.6832941234111786,0.3416470646858215
4.487846894107861e-08,0.8172836899757385,0.40864187479019165,2.459296357670837e-08,0.6617675065994263,0.33088375329971315
3.493400413390191e-08,0.6005975008010864,0.3002987802028656,2.3897005796413852e-08,0.6824249029159546,0.3412124544382095
3.602960418902512e-08,0.5582617521286011,0.2791309058666229,2.3656350300882424e-08,0.7198611199855804,0.3599305599927902
2.4988628055666595e-08,0.5285139083862305,0.26425695419311523,1.9243061899487658e-08,0.6742201507091522,0.3371100753545761
3.4372956037032054e-08,0.887881875038147,0.4439409673213959,1.884705742583037e-08,0.6619439125061035,0.33097195625305176
3.220734257070035e-08,0.7646663188934326,0.3823331892490387,1.708361470065256e-08,0.6645406484603882,0.3322703242301941
3.4073242005661086e-08,0.7007180452346802,0.3503590524196625,1.6735064267692224e-08,0.6609300315380097,0.33046501576900483
2.653379915784626e-08,0.5429823398590088,0.2714911699295044,1.84714012974041e-08,0.6645221889019013,0.33226109445095064
