train_rep_loss,train_pred_loss,train_loss,eval_rep_loss,eval_pred_loss,eval_loss
0.0014754011062905192,0.019469596445560455,0.010472498834133148,0.00045530261704698207,0.017383706383407117,0.008919504564255476
0.0001459086051909253,0.012477364391088486,0.006311636418104172,0.00013799151201965287,0.012535541970282792,0.00633676671423018
6.369545735651627e-05,0.010463273152709007,0.0052634840831160545,5.511437811946962e-05,0.011751837749034166,0.005903475964441895
2.3800650524208322e-05,0.01030665636062622,0.005165228620171547,2.32802301979973e-05,0.01031399741768837,0.005168638844043017
9.922262506734114e-06,0.009957758709788322,0.004983840510249138,9.403901367477374e-06,0.009895031154155732,0.004952217498794198
4.158819592703367e-06,0.009904618375003338,0.004954388365149498,3.6187536124998585e-06,0.00954287089407444,0.004773244867101312
1.3368619420361938e-06,0.010567134246230125,0.005284235347062349,1.264611660189985e-06,0.009111406654119492,0.004556335648521781
6.01152521539916e-07,0.010283954441547394,0.00514227757230401,4.723202067680177e-07,0.01008104281499982,0.005040757590904832
1.6837183238749276e-06,0.00866927020251751,0.004335477016866207,1.3604232435682207e-06,0.009097549133002758,0.0045494548045098785
5.70406314182037e-07,0.008602052927017212,0.004301311448216438,4.986344322333025e-07,0.008683413174003363,0.004341955902054906
3.594809641072061e-07,0.008940723724663258,0.00447054160758853,2.520974604180992e-07,0.008696898259222508,0.0043485752074047925
1.8967490689192346e-07,0.008232185617089272,0.0041161878034472466,1.4631994247338297e-07,0.00880805761553347,0.004404101986438036
1.6153104809291108e-07,0.008412357419729233,0.004206259269267321,1.8710918538999977e-07,0.00849822354502976,0.004249205254018307
8.69462084551742e-08,0.008235624991357327,0.004117855802178383,4.229299331726111e-06,0.00841107675805688,0.004207653016783297
5.7026010580329967e-08,0.008238932117819786,0.004119494464248419,3.917598867531069e-08,0.008095301408320665,0.004047670215368271
7.727496154075197e-08,0.00755352433770895,0.0037768008187413216,4.2627713980891715e-08,0.008267601951956749,0.004133822326548397
1.2258288961675134e-07,0.008846552111208439,0.004423337522894144,1.670625010774529e-07,0.008156926510855556,0.004078546771779656
8.548418861664686e-08,0.008531691506505013,0.004265888594090939,5.320469611547196e-08,0.007938973093405365,0.003969513205811381
5.070278419339047e-08,0.008474319241940975,0.004237184766680002,4.63429913111213e-08,0.00829277103766799,0.004146408685483038
4.7106217948567064e-07,0.008859634399414062,0.004430052824318409,6.125763079012358e-08,0.007787211472168565,0.003893636353313923
4.405791287354077e-08,0.006849443074315786,0.0034247436560690403,2.8387290562648105e-08,0.007731812167912721,0.0038659202633425593
4.58196431907254e-08,0.007567147724330425,0.0037835966795682907,2.893876676068885e-08,0.007738446490839124,0.0038692377507686614
3.9803438767194166e-08,0.00737843569368124,0.0036892376374453306,3.485830699645476e-08,0.00778399920091033,0.0038920169696211814
4.301256950611787e-08,0.008327372372150421,0.004163707606494427,2.356368753453353e-08,0.007759335078299045,0.0038796792272478343
3.6762440203119695e-08,0.0067603979259729385,0.003380217356607318,2.6360687677140505e-08,0.007708732876926661,0.003854379593394697
3.3450969993964463e-08,0.008095267228782177,0.0040476503781974316,2.5221813615416978e-08,0.007723482977598906,0.0038617540849372745
1.6286879400695398e-08,0.00785780418664217,0.003928910009562969,1.568725194189824e-08,0.007515913946554065,0.0037579647963866592
5.550002697418677e-07,0.008351581171154976,0.004176068119704723,2.6325180257913416e-08,0.0077320585492998365,0.0038660424295812847
4.341096726534488e-08,0.008233601227402687,0.004116822499781847,2.7083845033359923e-08,0.007531908387318253,0.0037659676745533943
5.113042433890769e-08,0.0073469290509819984,0.003673490136861801,2.68932350167006e-08,0.007511420780792833,0.003755723824724555
4.4335696003372504e-08,0.006870636250823736,0.003435340244323015,2.764570172786307e-08,0.007401317590847611,0.003700672625564039
5.548175252556575e-08,0.007722447160631418,0.003861251287162304,2.928820457270831e-08,0.007460588729009033,0.0037303090561181308
4.869524872219699e-08,0.007430620491504669,0.0037153346929699183,3.199418401322873e-08,0.007342984201386571,0.00367150807287544
3.6585170448688586e-08,0.008949178270995617,0.0044746072962880135,2.3210357547043257e-08,0.007333459611982107,0.0036667413776740434
3.713434182373021e-08,0.007136310916393995,0.00356817408464849,2.671326768677318e-08,0.0074002229608595375,0.00370012482162565
3.6350336074519873e-08,0.006794034503400326,0.003397035412490368,2.6513161621721792e-08,0.0072653483599424366,0.003632687474600971
