train_rep_loss,train_pred_loss,train_loss,eval_rep_loss,eval_pred_loss,eval_loss
0.0013894813600927591,0.019248388707637787,0.010318934917449951,0.00042810401355382056,0.01651444686576724,0.008471275400370359
0.00020888929429929703,0.012033342383801937,0.006121115759015083,0.000137247855309397,0.012061986606568098,0.006099617294967175
6.451852095779032e-05,0.01074223592877388,0.005403377115726471,5.5053509640856646e-05,0.011714073736220599,0.005884563736617565
2.8515096346382052e-05,0.010619787499308586,0.005324151366949081,2.2947168690734544e-05,0.01032577222213149,0.005174359679222107
9.853789379121736e-06,0.010029534809291363,0.005019694101065397,9.16710760066053e-06,0.010030449368059635,0.005019808234646916
4.0471436477673706e-06,0.009500553831458092,0.004752300679683685,3.6211174119671343e-06,0.009628622326999903,0.004816121654585004
1.474964165026904e-06,0.011275744065642357,0.005638609640300274,1.3037015946792962e-06,0.009160017967224121,0.004580660816282034
1.8876315152738243e-05,0.010523222386837006,0.005271049216389656,1.4112776261754334e-05,0.009630630444735288,0.004822371574118733
3.419513859626022e-06,0.008805775083601475,0.004404597450047731,4.108385883228038e-06,0.009150101244449616,0.004577104886993766
1.0130687542186934e-06,0.008981418795883656,0.004491216037422419,1.1573909887374612e-06,0.008822518587112426,0.004411837970837951
7.046926384646213e-07,0.008762005716562271,0.0043813553638756275,5.660253890482636e-07,0.008763223234564067,0.004381894576363265
5.861156751052476e-07,0.008633770979940891,0.004317178390920162,2.7825235662248813e-07,0.008751827664673329,0.004376052971929311
1.0248015058778037e-07,0.008254405111074448,0.004127253778278828,1.1421358152574612e-07,0.008748585917055606,0.004374350048601627
1.3669136933458503e-07,0.008555609732866287,0.004277873318642378,6.516505557385699e-08,0.008559167711064219,0.004279616428539157
6.185505867506436e-07,0.00841597281396389,0.004208295606076717,4.740022973237501e-07,0.00846066689118743,0.004230570420622826
2.1218266965661314e-07,0.007807692512869835,0.0039039524272084236,2.731865379246301e-07,0.008300477685406805,0.004150375444442034
9.397851385983813e-08,0.009271211922168732,0.004635652992874384,1.138606911865736e-07,0.008389941044151783,0.004195027495734393
1.296736797939957e-07,0.008098963648080826,0.004049546550959349,7.142035443052919e-08,0.0081291563808918,0.004064613906666637
5.8561131055512305e-08,0.008862964808940887,0.004431511741131544,4.909581043932576e-08,0.008439192874357104,0.004219620954245329
3.1879302753168304e-08,0.009589355438947678,0.004794693551957607,4.505420712064279e-08,0.008192417165264487,0.004096231143921614
9.28673813405112e-08,0.007288424763828516,0.003644258715212345,3.02249080874617e-08,0.008055208623409272,0.004027619445696473
4.7376691014733296e-08,0.007644328288733959,0.0038221878930926323,3.303784730235293e-08,0.008004669984802603,0.004002351476810872
3.760076197067974e-06,0.007718726992607117,0.0038612436037510633,4.643431839213008e-06,0.008016250841319562,0.0040104471845552325
4.3984808684172094e-08,0.008548343554139137,0.004274193663150072,3.6117536339475007e-08,0.008048941753804684,0.004024488921277225
4.24277608601642e-08,0.007161518093198538,0.0035807802341878414,3.00481769244243e-08,0.007906736852601171,0.003953383467160165
4.125083563621956e-08,0.007800457999110222,0.003900249721482396,3.745613526007219e-08,0.007761100679636002,0.0038805691059678794
4.501553263480673e-08,0.008212432265281677,0.004106238484382629,3.654854996426593e-08,0.007776811765506863,0.003888424183242023
